aoi,trialnum,layout,target,stimulus,part4,fixations,x1,y1,x2,y2,x3,y3,x4,y4
12C-CLOCK-SLIDING-T,12,CLOC,D,SLIDING,T,0,683.330000,125.980000,536.820000,124.430000,535.210000,-1.540000,683.330000,-4.650000
11C-CLOCK-BALL,11,CLOC,C,BALL,,0,796.160000,379.990000,649.650000,378.430000,648.040000,252.470000,796.160000,249.360000
23C-CORNERS-SLIDING,23,CORN,C,SLIDING,,0,592.800000,132.280000,446.290000,130.730000,444.680000,4.760000,592.800000,1.650000
29C-WIDE-BOY,29,WIDE,C,BOY,,0,145.310000,533.560000,-1.200000,532.000000,-2.810000,406.040000,145.310000,402.920000
22C-WIDE-SLIDING,22,WIDE,C,SLIDING,,0,346.080000,128.920000,199.570000,127.370000,197.960000,1.400000,346.080000,-1.710000
4C-WIDE-HAPPY,4,WIDE,C,HAPPY,,0,742.190000,131.240000,595.680000,129.680000,594.070000,3.710000,742.190000,0.600000
3A-CLOCK-SAD,3,CLOC,A,SAD,,30,254.180000,772.690000,107.670000,771.140000,106.060000,645.170000,254.180000,642.060000
30C-CORNERS-SWING,30,CORN,C,SWING,,5,146.100000,741.960000,-0.410000,740.410000,-2.020000,614.440000,146.100000,611.330000
13C-SOC-SLIDING,13,SOC,C,SLIDING,,0,297.060000,282.820000,150.550000,281.260000,148.940000,155.290000,297.060000,152.180000
4B-WIDE-SWING-2,4,WIDE,B,SWING,2,0,540.800000,530.650000,394.290000,529.090000,392.680000,403.130000,540.800000,400.020000
29X-WIDE-ALL,29,WIDE,X,ALL,,44,0.140000,1.140000,737.330000,1.140000,737.330000,739.300000,0.140000,739.300000
28C-CORNERS-LADDER,28,CORN,C,LADDER,,7,148.160000,602.510000,1.650000,600.950000,0.040000,474.990000,148.160000,471.880000
29B-WIDE-SWINGING-2,29,WIDE,B,SWINGING,2,0,348.840000,736.980000,202.330000,735.430000,200.720000,609.460000,348.840000,606.350000
2C-SOC-SWINGING-T,2,SOC,D,SWINGING,T,17,297.560000,439.320000,151.050000,437.760000,149.440000,311.790000,297.560000,308.680000
11B-CLOCK-BABY-2,11,CLOC,B,BABY,2,8,148.990000,384.230000,2.480000,382.670000,0.870000,256.710000,148.990000,253.600000
1C-WIDE-GIRL,1,WIDE,C,GIRL,,0,148.460000,131.640000,1.940000,130.090000,0.330000,4.120000,148.460000,1.010000
10C-CORNERS-GIRL,10,CORN,C,GIRL,,0,147.160000,130.510000,0.650000,128.950000,-0.960000,2.990000,147.160000,-0.120000
15C-CORNERS-COLD,15,CORN,C,COLD,,0,741.810000,741.070000,595.300000,739.510000,593.690000,613.550000,741.810000,610.440000
26C-WIDE-SLIDE-T,26,WIDE,D,SLIDE,T,0,545.320000,736.320000,398.810000,734.760000,397.200000,608.790000,545.320000,605.680000
15C-CORNERS-LADDER,15,CORN,C,LADDER,,0,142.430000,597.500000,-4.080000,595.950000,-5.690000,469.980000,142.430000,466.870000
9C-CLOCK-BALL,9,CLOC,C,BALL,,0,796.160000,379.990000,649.650000,378.430000,648.040000,252.470000,796.160000,249.360000
1C-WIDE-SLIDE,1,WIDE,C,SLIDE,,0,542.210000,738.400000,395.700000,736.840000,394.090000,610.870000,542.210000,607.760000
5C-CLOCK-CLIMBING,5,CLOC,C,CLIMBING,,0,260.000000,129.200000,113.490000,127.640000,111.880000,1.680000,260.000000,-1.430000
19C-SOC-GIRL,19,SOC,C,GIRL,,0,151.060000,605.820000,4.550000,604.260000,2.940000,478.290000,151.060000,475.180000
28C-CORNERS-BALL,28,CORN,C,BALL,,16,298.220000,600.200000,151.710000,598.640000,150.100000,472.680000,298.220000,469.570000
32B-WIDE-GIRL-3-T,32,WIDE,B,GIRL,3,10,147.400000,128.370000,0.890000,126.810000,-0.720000,0.850000,147.400000,-2.260000
9B-CLOCK-HOT-1,9,CLOC,B,HOT,1,16,689.850000,763.050000,543.340000,761.490000,541.730000,635.530000,689.850000,632.420000
21C-SOC-BABY,21,SOC,C,BABY,,0,148.060000,284.820000,1.550000,283.260000,-0.060000,157.290000,148.060000,154.180000
10C-CORNERS-HAPPY,10,CORN,C,HAPPY,,0,592.900000,738.300000,446.390000,736.740000,444.780000,610.780000,592.900000,607.670000
6C-CORNERS-GIRL,6,CORN,C,GIRL,,0,145.210000,132.030000,-1.300000,130.480000,-2.910000,4.510000,145.210000,1.400000
29C-WIDE-SWING,29,WIDE,C,SWING,,0,539.780000,529.560000,393.270000,528.000000,391.660000,402.040000,539.780000,398.920000
28C-CORNERS-SAD,28,CORN,C,SAD,,0,740.010000,594.380000,593.500000,592.830000,591.890000,466.860000,740.010000,463.750000
26B-WIDE-CLIMBING-1,26,WIDE,B,CLIMBING,1,10,340.050000,322.650000,193.540000,321.090000,191.930000,195.130000,340.050000,192.020000
25C-CORNERS-GIRL,25,CORN,C,GIRL,,0,147.160000,130.510000,0.650000,128.950000,-0.960000,2.990000,147.160000,-0.120000
14C-SOC-SLIDE,14,SOC,C,SLIDE,,0,443.060000,440.820000,296.550000,439.260000,294.940000,313.290000,443.060000,310.180000
2C-SOC-COLD,2,SOC,C,COLD,,0,594.060000,602.820000,447.550000,601.260000,445.940000,475.290000,594.060000,472.180000
22C-WIDE-THROWING,22,WIDE,C,THROWING,,0,340.410000,532.420000,193.900000,530.870000,192.290000,404.900000,340.410000,401.790000
12C-CLOCK-THROWING,12,CLOC,C,THROWING,,0,533.760000,129.260000,387.250000,127.710000,385.640000,1.740000,533.760000,-1.370000
18C-CLOCK-BALL,18,CLOC,C,BALL,,4,797.080000,378.980000,650.570000,377.420000,648.960000,251.450000,797.080000,248.340000
9X-CLOCK-ALL,9,CLOC,X,ALL,,63,1.140000,1.140000,794.330000,1.140000,794.330000,772.330000,1.140000,772.330000
27C-SOC-BOY,27,SOC,C,BOY,,0,147.060000,448.820000,0.550000,447.260000,-1.060000,321.290000,147.060000,318.180000
10C-CORNERS-SAD,10,CORN,C,SAD,,0,745.270000,596.780000,598.760000,595.220000,597.150000,469.260000,745.270000,466.150000
7C-CLOCK-GIRL,7,CLOC,C,GIRL,,0,146.720000,521.230000,0.210000,519.670000,-1.400000,393.710000,146.720000,390.600000
26C-WIDE-SAD,26,WIDE,C,SAD,,0,741.190000,330.670000,594.680000,329.110000,593.070000,203.150000,741.190000,200.040000
22C-WIDE-ME,22,WIDE,C,ME,,0,147.050000,741.800000,0.540000,740.250000,-1.070000,614.280000,147.050000,611.170000
22A-WIDE-SAD,22,WIDE,A,SAD,,35,740.320000,324.030000,593.810000,322.480000,592.200000,196.510000,740.320000,193.400000
5C-CLOCK-SAD,5,CLOC,C,SAD,,0,247.630000,781.340000,101.120000,779.790000,99.510000,653.820000,247.630000,650.710000
10B-CORNERS-LADDER-1,10,CORN,B,LADDER,1,26,149.170000,599.780000,2.660000,598.220000,1.050000,472.260000,149.170000,469.150000
32B-WIDE-BOY-1-T,32,WIDE,B,BOY,1,0,144.400000,529.060000,-2.110000,527.500000,-3.720000,401.540000,144.400000,398.430000
9C-CLOCK-ME,9,CLOC,C,ME,,0,145.060000,250.780000,-1.450000,249.230000,-3.060000,123.260000,145.060000,120.150000
21C-SOC-SLIDE-T,21,SOC,D,SLIDE,T,23,446.560000,445.320000,300.050000,443.760000,298.440000,317.790000,446.560000,314.680000
7C-CLOCK-HAPPY,7,CLOC,C,HAPPY,,0,401.190000,780.850000,254.680000,779.300000,253.070000,653.330000,401.190000,650.220000
25A-CORNERS-BALL,25,CORN,A,BALL,,27,297.980000,599.760000,151.470000,598.200000,149.860000,472.240000,297.980000,469.130000
22B-WIDE-HAPPY-1,22,WIDE,B,HAPPY,1,0,735.290000,132.560000,588.780000,131.010000,587.170000,5.040000,735.290000,1.930000
2B-SOC-SLIDE-1,2,SOC,B,SLIDE,1,25,446.040000,441.650000,299.530000,440.090000,297.920000,314.130000,446.040000,311.020000
24C-SOC-BABY,24,SOC,C,BABY,,0,148.060000,284.820000,1.550000,283.260000,-0.060000,157.290000,148.060000,154.180000
22C-WIDE-SLIDE,22,WIDE,C,SLIDE,,0,542.210000,738.400000,395.700000,736.840000,394.090000,610.870000,542.210000,607.760000
1B-WIDE-COLD-1,1,WIDE,B,COLD,1,0,736.350000,734.420000,589.840000,732.860000,588.230000,606.890000,736.350000,603.780000
30B-CORNERS-CLIMBING-2,30,CORN,B,CLIMBING,2,0,745.620000,130.790000,599.110000,129.230000,597.500000,3.270000,745.620000,0.160000
26X-WIDE-ALL,26,WIDE,X,ALL,,42,1.140000,1.140000,738.330000,1.140000,738.330000,739.300000,1.140000,739.300000
20C-CLOCK-BALL-T,20,CLOC,D,BALL,T,0,797.330000,384.980000,650.820000,383.430000,649.210000,257.460000,797.330000,254.350000
18C-CLOCK-BOY,18,CLOC,C,BOY,,0,147.750000,657.180000,1.240000,655.620000,-0.370000,529.660000,147.750000,526.550000
19C-SOC-SAD,19,SOC,C,SAD,,0,591.060000,281.820000,444.550000,280.260000,442.940000,154.290000,591.060000,151.180000
10C-CORNERS-THROWING,10,CORN,C,THROWING,,0,590.860000,273.230000,444.350000,271.670000,442.740000,145.700000,590.860000,142.590000
10B-CORNERS-BALL-2,10,CORN,B,BALL,2,0,295.520000,599.810000,149.010000,598.250000,147.400000,472.290000,295.520000,469.170000
27B-SOC-SAD-1,27,SOC,B,SAD,1,0,591.290000,283.650000,444.780000,282.090000,443.170000,156.130000,591.290000,153.020000
23B-CORNERS-GIRL-1-T,23,CORN,B,GIRL,1,0,145.710000,129.150000,-0.800000,127.590000,-2.410000,1.630000,145.710000,-1.480000
26C-WIDE-ME,26,WIDE,C,ME,,0,144.790000,738.400000,-1.720000,736.840000,-3.330000,610.870000,144.790000,607.760000
30C-CORNERS-COLD,30,CORN,C,COLD,,0,745.270000,739.450000,598.760000,737.900000,597.150000,611.930000,745.270000,608.820000
6B-CORNERS-HAPPY-1,6,CORN,B,HAPPY,1,11,596.840000,743.980000,450.330000,742.430000,448.720000,616.460000,596.840000,613.350000
17C-CORNERS-BALL,17,CORN,C,BALL,,0,298.220000,600.200000,151.710000,598.640000,150.100000,472.680000,298.220000,469.570000
3C-CLOCK-ME,3,CLOC,C,ME,,0,147.420000,247.250000,0.910000,245.690000,-0.700000,119.730000,147.420000,116.620000
2C-SOC-THROWING,2,SOC,C,THROWING,,0,300.060000,603.820000,153.550000,602.260000,151.940000,476.290000,300.060000,473.180000
3C-CLOCK-SWING,3,CLOC,C,SWING,,0,796.000000,511.640000,649.490000,510.090000,647.880000,384.120000,796.000000,381.010000
17X-CORNERS-ALL,17,CORN,X,ALL,,47,-4.480000,-5.890000,746.530000,-5.890000,746.530000,772.330000,-4.480000,772.330000
17C-CORNERS-SLIDING,17,CORN,C,SLIDING,,0,592.800000,132.280000,446.290000,130.730000,444.680000,4.760000,592.800000,1.650000
12C-CLOCK-GIRL,12,CLOC,C,GIRL,,0,146.720000,521.230000,0.210000,519.670000,-1.400000,393.710000,146.720000,390.600000
1C-WIDE-SWING,1,WIDE,C,SWING,,0,540.040000,528.270000,393.530000,526.720000,391.920000,400.750000,540.040000,397.640000
1A-WIDE-HOT,1,WIDE,A,HOT,,118,738.320000,530.030000,591.810000,528.480000,590.200000,402.510000,738.320000,399.400000
12C-CLOCK-SWINGING,12,CLOC,C,SWINGING,,11,400.080000,127.980000,253.570000,126.420000,251.960000,0.450000,400.080000,-2.660000
1C-WIDE-BOY,1,WIDE,C,BOY,,0,146.180000,536.960000,-0.330000,535.410000,-1.940000,409.440000,146.180000,406.330000
2C-SOC-HOT,2,SOC,C,HOT,,0,592.060000,446.820000,445.550000,445.260000,443.940000,319.290000,592.060000,316.180000
2B-SOC-LADDER-2,2,SOC,B,LADDER,2,0,443.080000,604.980000,296.570000,603.430000,294.960000,477.460000,443.080000,474.350000
11X-CLOCK-ALL,11,CLOC,X,ALL,,57,1.140000,1.140000,794.330000,1.140000,794.330000,772.330000,1.140000,772.330000
14C-SOC-GIRL,14,SOC,C,GIRL,,0,147.060000,607.820000,0.550000,606.260000,-1.060000,480.290000,147.060000,477.180000
12C-CLOCK-BOY,12,CLOC,C,BOY,,0,147.750000,657.180000,1.240000,655.620000,-0.370000,529.660000,147.750000,526.550000
17C-CORNERS-LADDER,17,CORN,C,LADDER,,0,148.160000,602.510000,1.650000,600.950000,0.040000,474.990000,148.160000,471.880000
22C-WIDE-GIRL,22,WIDE,C,GIRL,,0,148.460000,131.640000,1.940000,130.090000,0.330000,4.120000,148.460000,1.010000
27C-SOC-SLIDE,27,SOC,C,SLIDE,,0,447.060000,445.820000,300.550000,444.260000,298.940000,318.290000,447.060000,315.180000
16B-SOC-BABY-2,16,SOC,B,BABY,2,14,147.040000,285.650000,0.530000,284.090000,-1.080000,158.130000,147.040000,155.020000
29C-WIDE-BABY,29,WIDE,C,BABY,,0,145.200000,327.670000,-1.310000,326.110000,-2.920000,200.150000,145.200000,197.040000
16x-SOC-ALL,16,SOC,x,ALL,,60,1.140000,1.140000,588.910000,1.140000,588.910000,603.720000,1.140000,603.720000
17B-CORNERS-SAD-2,17,CORN,B,SAD,2,0,744.800000,596.650000,598.290000,595.090000,596.680000,469.130000,744.800000,466.020000
16A-SOC-GIRL,16,SOC,A,GIRL,,30,149.720000,604.860000,3.210000,603.300000,1.600000,477.340000,149.720000,474.230000
11C-CLOCK-CLIMBING,11,CLOC,C,CLIMBING,,0,260.000000,129.200000,113.490000,127.640000,111.880000,1.680000,260.000000,-1.430000
20C-CLOCK-HOT,20,CLOC,C,HOT,,0,694.810000,771.540000,548.300000,769.990000,546.690000,644.020000,694.810000,640.910000
16C-SOC-SWINGING,16,SOC,C,SWINGING,,0,300.560000,444.320000,154.050000,442.760000,152.440000,316.790000,300.560000,313.680000
30C-CORNERS-BOY,30,CORN,C,BOY,,11,297.220000,273.640000,150.710000,272.090000,149.100000,146.120000,297.220000,143.010000
21C-SOC-ME,21,SOC,C,ME,,0,149.060000,130.820000,2.550000,129.260000,0.940000,3.290000,149.060000,0.180000
25C-CORNERS-COLD,25,CORN,C,COLD,,0,745.270000,739.450000,598.760000,737.900000,597.150000,611.930000,745.270000,608.820000
9C-CLOCK-SWINGING,9,CLOC,C,SWINGING,,0,408.520000,126.980000,262.010000,125.420000,260.400000,-0.550000,408.520000,-3.660000
22B-WIDE-COLD-2,22,WIDE,B,COLD,2,0,736.350000,734.420000,589.840000,732.860000,588.230000,606.890000,736.350000,603.780000
26C-WIDE-BOY,26,WIDE,C,BOY,,0,143.930000,533.560000,-2.580000,532.000000,-4.190000,406.040000,143.930000,402.920000
3C-CLOCK-BALL,3,CLOC,C,BALL,,12,796.160000,379.990000,649.650000,378.430000,648.040000,252.470000,796.160000,249.360000
30C-CORNERS-LADDER,30,CORN,C,LADDER,,0,145.480000,593.360000,-1.030000,591.800000,-2.640000,465.830000,145.480000,462.720000
17B-CORNERS-HOT-1,17,CORN,B,HOT,1,0,595.050000,598.650000,448.540000,597.090000,446.930000,471.130000,595.050000,468.020000
18C-CLOCK-COLD,18,CLOC,C,COLD,,0,549.580000,773.380000,403.070000,771.830000,401.460000,645.860000,549.580000,642.750000
16C-SOC-SLIDE,16,SOC,C,SLIDE,,0,447.060000,445.820000,300.550000,444.260000,298.940000,318.290000,447.060000,315.180000
27C-SOC-LADDER,27,SOC,C,LADDER,,0,449.060000,605.820000,302.550000,604.260000,300.940000,478.290000,449.060000,475.180000
30A-CORNERS-THROWING,30,CORN,A,THROWING,,13,594.900000,277.760000,448.390000,276.200000,446.780000,150.240000,594.900000,147.130000
14C-SOC-SLIDING,14,SOC,C,SLIDING,,0,297.060000,282.820000,150.550000,281.260000,148.940000,155.290000,297.060000,152.180000
32C-WIDE-SLIDING,32,WIDE,C,SLIDING,,0,342.680000,129.370000,196.170000,127.820000,194.560000,1.850000,342.680000,-1.260000
21C-SOC-SAD,21,SOC,C,SAD,,0,587.060000,282.820000,440.550000,281.260000,438.940000,155.290000,587.060000,152.180000
3C-CLOCK-SLIDING,3,CLOC,C,SLIDING,,0,702.760000,123.910000,556.250000,122.350000,554.640000,-3.620000,702.760000,-6.730000
24B-SOC-SWING-2,24,SOC,B,SWING,2,1,446.080000,281.980000,299.570000,280.430000,297.960000,154.460000,446.080000,151.350000
28C-CORNERS-HAPPY,28,CORN,C,HAPPY,,0,590.770000,745.130000,444.260000,743.570000,442.650000,617.600000,590.770000,614.490000
16C-SOC-SWING,16,SOC,C,SWING,,0,446.060000,286.820000,299.550000,285.260000,297.940000,159.290000,446.060000,156.180000
13B-SOC-ME-1,13,SOC,B,ME,1,0,150.290000,128.650000,3.780000,127.090000,2.170000,1.130000,150.290000,-1.980000
12C-CLOCK-HOT,12,CLOC,C,HOT,,0,694.810000,771.540000,548.300000,769.990000,546.690000,644.020000,694.810000,640.910000
28C-CORNERS-SWINGING,28,CORN,C,SWINGING,,0,739.370000,274.400000,592.860000,272.850000,591.250000,146.880000,739.370000,143.770000
15X-CORNERS-ALL,15,CORN,X,ALL,,63,-4.480000,-5.890000,746.530000,-5.890000,746.530000,772.330000,-4.480000,772.330000
13C-SOC-LADDER,13,SOC,C,LADDER,,0,449.060000,605.820000,302.550000,604.260000,300.940000,478.290000,449.060000,475.180000
14B-SOC-SAD-1,14,SOC,B,SAD,1,0,588.040000,284.650000,441.530000,283.090000,439.920000,157.130000,588.040000,154.020000
1B-WIDE-SAD-1,1,WIDE,B,SAD,1,0,736.640000,325.010000,590.130000,323.450000,588.520000,197.490000,736.640000,194.380000
14C-SOC-BABY,14,SOC,C,BABY,,0,144.060000,283.820000,-2.450000,282.260000,-4.060000,156.290000,144.060000,153.180000
21B-SOC-THROWING-2,21,SOC,B,THROWING,2,13,300.080000,605.980000,153.570000,604.430000,151.960000,478.460000,300.080000,475.350000
21B-SOC-SWINGING-1,21,SOC,B,SWINGING,1,23,297.040000,442.650000,150.530000,441.090000,148.920000,315.130000,297.040000,312.020000
28B-CORNERS-BOY-2,28,CORN,B,BOY,2,0,294.410000,269.560000,147.900000,268.000000,146.290000,142.040000,294.410000,138.920000
12C-CLOCK-COLD,12,CLOC,C,COLD,,0,549.580000,773.380000,403.070000,771.830000,401.460000,645.860000,549.580000,642.750000
5B-CLOCK-BOY-2,5,CLOC,B,BOY,2,16,148.990000,662.480000,2.480000,660.920000,0.870000,534.950000,148.990000,531.840000
9C-CLOCK-LADDER,9,CLOC,C,LADDER,,11,798.560000,643.030000,652.050000,641.480000,650.440000,515.510000,798.560000,512.400000
6A-CORNERS-COLD,6,CORN,A,COLD,,44,743.480000,742.860000,596.970000,741.300000,595.360000,615.340000,743.480000,612.230000
23C-CORNERS-SWING,23,CORN,C,SWING,,0,149.310000,747.950000,2.800000,746.400000,1.190000,620.430000,149.310000,617.320000
2X-SOC-ALL,2,SOC,X,ALL,,93,-61.510000,-3.420000,675.680000,-3.420000,675.680000,734.740000,-61.510000,734.740000
16C-SOC-BALL,16,SOC,C,BALL,,0,447.060000,129.820000,300.550000,128.260000,298.940000,2.290000,447.060000,-0.820000
2B-SOC-BALL-1,2,SOC,B,BALL,1,7,443.290000,127.650000,296.780000,126.090000,295.170000,0.130000,443.290000,-2.980000
15C-CORNERS-SWING-T,15,CORN,D,SWING,T,0,147.190000,748.330000,0.680000,746.780000,-0.930000,620.810000,147.190000,617.700000
32C-WIDE-SAD,32,WIDE,C,SAD,,0,734.670000,328.800000,588.150000,327.250000,586.540000,201.280000,734.670000,198.170000
3X-CLOCK-ALL,3,CLOC,X,ALL,,64,1.140000,1.140000,794.330000,1.140000,794.330000,772.330000,1.140000,772.330000
25C-CORNERS-HOT,25,CORN,C,HOT,,0,595.210000,595.630000,448.700000,594.070000,447.090000,468.100000,595.210000,464.990000
9B-CLOCK-HAPPY-1,9,CLOC,B,HAPPY,1,0,398.950000,768.590000,252.440000,767.030000,250.830000,641.070000,398.950000,637.960000
19C-SOC-BALL,19,SOC,C,BALL,,0,446.060000,128.820000,299.550000,127.260000,297.940000,1.290000,446.060000,-1.820000
32C-WIDE-BALL,32,WIDE,C,BALL,,0,549.530000,328.800000,403.020000,327.250000,401.410000,201.280000,549.530000,198.170000
16C-SOC-THROWING,16,SOC,C,THROWING,,0,300.060000,603.820000,153.550000,602.260000,151.940000,476.290000,300.060000,473.180000
2A-SOC-SWING,2,SOC,A,SWING,,0,444.720000,284.860000,298.210000,283.300000,296.600000,157.340000,444.720000,154.230000
3C-CLOCK-LADDER,3,CLOC,C,LADDER,,0,798.560000,643.030000,652.050000,641.480000,650.440000,515.510000,798.560000,512.400000
14B-SOC-COLD-1,14,SOC,B,COLD,1,15,585.080000,606.980000,438.570000,605.430000,436.960000,479.460000,585.080000,476.350000
3C-CLOCK-CLIMBING,3,CLOC,C,CLIMBING,,0,260.000000,129.200000,113.490000,127.640000,111.880000,1.680000,260.000000,-1.430000
10X-CORNERS-ALL,10,CORN,X,ALL,,93,-4.480000,-5.890000,746.530000,-5.890000,746.530000,772.330000,-4.480000,772.330000
3C-CLOCK-GIRL,3,CLOC,C,GIRL,,0,146.720000,521.230000,0.210000,519.670000,-1.400000,393.710000,146.720000,390.600000
14C-SOC-SWING,14,SOC,C,SWING,,0,446.060000,286.820000,299.550000,285.260000,297.940000,159.290000,446.060000,156.180000
13A-SOC-BABY,13,SOC,A,BABY,,24,146.720000,284.860000,0.210000,283.300000,-1.400000,157.340000,146.720000,154.230000
13C-SOC-COLD,13,SOC,C,COLD,,0,594.060000,602.820000,447.550000,601.260000,445.940000,475.290000,594.060000,472.180000
18C-CLOCK-SLIDE,18,CLOC,C,SLIDE,,5,796.000000,248.200000,649.490000,246.640000,647.880000,120.680000,796.000000,117.570000
6X-CORNERS-ALL,6,CORN,X,ALL,,81,-4.480000,-5.890000,746.530000,-5.890000,746.530000,772.330000,-4.480000,772.330000
30B-CORNERS-SWINGING-1,30,CORN,B,SWINGING,1,27,743.130000,275.420000,596.620000,273.870000,595.010000,147.900000,743.130000,144.790000
4C-WIDE-THROWING,4,WIDE,C,THROWING,,8,351.780000,533.560000,205.270000,532.000000,203.660000,406.040000,351.780000,402.920000
6B-CORNERS-HOT-2,6,CORN,B,HOT,2,8,595.050000,598.650000,448.540000,597.090000,446.930000,471.130000,595.050000,468.020000
21C-SOC-LADDER,21,SOC,C,LADDER,,0,447.060000,602.820000,300.550000,601.260000,298.940000,475.290000,447.060000,472.180000
4B-WIDE-SLIDE-3,4,WIDE,B,SLIDE,3,0,544.840000,736.980000,398.330000,735.430000,396.720000,609.460000,544.840000,606.350000
18C-CLOCK-LADDER,18,CLOC,C,LADDER,,0,795.760000,639.260000,649.250000,637.710000,647.640000,511.740000,795.760000,508.630000
8B-WIDE-BABY-1,8,WIDE,B,BABY,1,25,146.640000,320.010000,0.130000,318.450000,-1.480000,192.490000,146.640000,189.380000
30C-CORNERS-SLIDE,30,CORN,C,SLIDE,,25,296.930000,738.150000,150.420000,736.590000,148.810000,610.630000,296.930000,607.520000
31C-WIDE-HOT,31,WIDE,C,HOT,,0,739.920000,536.560000,593.410000,535.000000,591.800000,409.040000,739.920000,405.920000
6C-CORNERS-SWINGING,6,CORN,C,SWINGING,,0,739.370000,274.400000,592.860000,272.850000,591.250000,146.880000,739.370000,143.770000
31C-WIDE-BABY,31,WIDE,C,BABY,,0,145.200000,327.670000,-1.310000,326.110000,-2.920000,200.150000,145.200000,197.040000
12B-CLOCK-LADDER-3,12,CLOC,B,LADDER,3,0,795.960000,640.430000,649.450000,638.880000,647.840000,512.910000,795.960000,509.800000
11C-CLOCK-SAD,11,CLOC,C,SAD,,0,247.630000,781.340000,101.120000,779.790000,99.510000,653.820000,247.630000,650.710000
24B-SOC-BALL-3,24,SOC,B,BALL,3,0,443.290000,128.650000,296.780000,127.090000,295.170000,1.130000,443.290000,-1.980000
6C-CORNERS-SLIDING,6,CORN,C,SLIDING,,0,592.800000,132.280000,446.290000,130.730000,444.680000,4.760000,592.800000,1.650000
6C-CORNERS-SLIDE,6,CORN,C,SLIDE,,0,298.220000,745.640000,151.710000,744.090000,150.100000,618.120000,298.220000,615.010000
7B-CLOCK-LADDER-2,7,CLOC,B,LADDER,2,0,795.960000,639.000000,649.450000,637.440000,647.840000,511.480000,795.960000,508.360000
13C-SOC-HAPPY,13,SOC,C,HAPPY,,0,592.060000,127.820000,445.550000,126.260000,443.940000,0.290000,592.060000,-2.820000
30C-CORNERS-BALL-T,30,CORN,D,BALL,T,0,291.600000,591.210000,145.090000,589.650000,143.480000,463.690000,291.600000,460.580000
17C-CORNERS-SLIDE,17,CORN,C,SLIDE,,0,298.220000,745.640000,151.710000,744.090000,150.100000,618.120000,298.220000,615.010000
18B-CLOCK-THROWING-1,18,CLOC,B,THROWING,1,6,547.270000,128.200000,400.760000,126.650000,399.150000,0.680000,547.270000,-2.430000
32C-WIDE-THROWING,32,WIDE,C,THROWING,,0,340.410000,534.690000,193.900000,533.140000,192.290000,407.170000,340.410000,404.060000
24C-SOC-COLD,24,SOC,C,COLD,,0,594.060000,602.820000,447.550000,601.260000,445.940000,475.290000,594.060000,472.180000
4X-WIDE-ALL,4,WIDE,X,ALL,,57,1.140000,1.140000,738.330000,1.140000,738.330000,739.300000,1.140000,739.300000
24B-SOC-SLIDE-1,24,SOC,B,SLIDE,1,25,446.040000,441.650000,299.530000,440.090000,297.920000,314.130000,446.040000,311.020000
7C-CLOCK-THROWING-T,7,CLOC,D,THROWING,T,0,553.330000,128.980000,406.820000,127.430000,405.210000,1.460000,553.330000,-1.650000
7C-CLOCK-COLD,7,CLOC,C,COLD,,0,549.580000,773.380000,403.070000,771.830000,401.460000,645.860000,549.580000,642.750000
